section_id, instructor_id, day, time, room
141,بناء البرمجيات,ياسر,MW,1300,1420
125,نماذج عمليات البرمجيات,فراس,W,1100,1230
17,مبادئ هندسة البرمجيات,عبيد,R,1300,1430
130,تطوير الويب,حسنين,UTR,900,950
318,مبادئ هندسة البرمجيات,ياسر,UTR,1400,1450
5,مبادئ هندسة البرمجيات,معاذ,UTR,1000,1050
143,اختبار وتدقيق البرمجيات,برقان,MW,1100,1220
104,ادارة مشاريع البرمجيات,مؤيد,MW,1100,1220
134,اختبار وتدقيق البرمجيات,علي,MW,930,1050
140,تطوير الويب,فيصل,T,800,930
133,بناء البرمجيات,محمد,M,1100,1230
135,اختبار وتدقيق البرمجيات,فارس,W,1100,1230
155,مشروع تخرج I ,حسنين,MW,2000,2050
114,تفاعل الانسان مع الحاسب,عبيد,M,1300,1430
16,مبادئ هندسة البرمجيات,زيد,UTR,1100,1150
330,مبادئ هندسة البرمجيات,وليد,U,1600,1730
131,تطوير الويب,محمود,T,1100,1230
341,مبادئ هندسة البرمجيات,زيد,U,1600,1730
115,ادارة مشاريع البرمجيات,وليد,MW,800,920
148,نماذج تصميم البرمجيات,محمد,UTR,1400,1450
158,مشروع تخرج 2,عبيد,UTR,1900,1950
151,تجربة المستخدم,احمد,M,1600,1730
149,نماذج تصميم البرمجيات,باسل,T,1500,1630
163,اساسيات إنترنت الأشياء,فارس,T,800,930
127,برمجة الاجهزة المحمولة,احمد,R,1100,1230
153,مشروع تخرج I ,عبيد,MW,1800,1850
154,مشروع تخرج I ,فارس,MW,1900,1950
144,اختبار وتدقيق البرمجيات,مؤيد,W,800,930
162,اساسيات إنترنت الأشياء,احمد,UTR,1000,1050
111,هندسة متطلبات البرمجيات,ياسر,MW,930,1050
124,نماذج عمليات البرمجيات,فارس,MW,1430,1550
188,اساسيات إنترنت الأشياء,عبيد,UTR,1400,1450
132,بناء البرمجيات,باسل,MW,800,920
181,تفاعل الانسان و الحاسب,زيد,MW,1100,1220
100,هندسة متطلبات البرمجيات,ياسر,MW,800,920
150,تجربة المستخدم,باسل,MW,1430,1550
28,مبادئ هندسة البرمجيات,فراس,R,1100,1230
157,مشروع تخرج 2,معاذ,UTR,1800,1850
123,تصميم وهيكلة البرمجيات,علي,M,1100,1230
319,مبادئ هندسة البرمجيات,حسنين,U,1600,1730
329,مبادئ هندسة البرمجيات,عبيد,UTR,1500,1550
159,مشروع تخرج 2,عبيد,UTR,2000,2050
189,اساسيات إنترنت الأشياء,وليد,T,1500,1630
282,مبادئ هندسة البرمجيات,عبيد,T,1500,1630
113,تفاعل الانسان مع الحاسب,معاذ,MW,1100,1220
39,مبادئ هندسة البرمجيات,احمد,R,1300,1430
340,مبادئ هندسة البرمجيات,ياسر,UTR,1300,1350
27,مبادئ هندسة البرمجيات,برقان,UTR,1000,1050
281,مبادئ هندسة البرمجيات,باسل,UTR,1300,1350
103,تفاعل الانسان مع الحاسب,عبيد,M,1300,1430
101,هندسة متطلبات البرمجيات,زيد,R,1300,1430
156,مشروع تخرج I ,باسل,MW,2100,2150
6,مبادئ هندسة البرمجيات,عبيد,R,1100,1230
38,مبادئ هندسة البرمجيات,عبدالله,UTR,1100,1150
147,جودة ومقاييس البرمجيات,زيد,U,1500,1630
102,تفاعل الانسان مع الحاسب,فارس,MW,930,1050
160,مشروع تخرج 2,علي,MW,1900,2020
112,هندسة متطلبات البرمجيات,علي,U,1300,1430
126,برمجة الاجهزة المحمولة,عبدالله,MW,1600,1720
146,جودة ومقاييس البرمجيات,ياسر,UTR,1300,1350
139,تطوير الويب,عبدالله,UTR,1100,1150
161,مشروع تخرج 2,وليد,UTR,2100,2150
122,تصميم وهيكلة البرمجيات,مؤيد,MW,1300,1420
105,ادارة مشاريع البرمجيات,مؤيد,M,1300,1430
116,ادارة مشاريع البرمجيات,مؤيد,M,1300,1430
182,تفاعل الانسان و الحاسب,عبيد,M,800,930
142,بناء البرمجيات,باسل,M,800,930
