section_id, instructor_id, day, time, room
182,تفاعل الانسان و الحاسب,زيد,M,800,930
144,اختبار وتدقيق البرمجيات,مؤيد,W,800,930
101,هندسة متطلبات البرمجيات,عمر,R,1300,1430
142,بناء البرمجيات,عبيد,M,800,930
17,مبادئ هندسة البرمجيات,عبدالله,R,1300,1430
147,جودة ومقاييس البرمجيات,عبيد,U,1500,1630
161,مشروع تخرج 2,مشاري,UTR,2100,2150
281,مبادئ هندسة البرمجيات,عبيد,UTR,1300,1350
105,ادارة مشاريع البرمجيات,باسل,M,1300,1430
156,مشروع تخرج I ,عبدالله,MW,2100,2150
131,تطوير الويب,علي,T,1100,1230
189,اساسيات إنترنت الأشياء,فيصل,T,1500,1630
123,تصميم وهيكلة البرمجيات,حسن,M,1100,1230
135,اختبار وتدقيق البرمجيات,محمد,W,1100,1230
153,مشروع تخرج I ,علي,MW,1800,1850
112,هندسة متطلبات البرمجيات,عبدالله,U,1300,1430
158,مشروع تخرج 2,مشاري,UTR,1900,1950
181,تفاعل الانسان و الحاسب,باسل,MW,1100,1220
115,ادارة مشاريع البرمجيات,مشاري,MW,800,920
155,مشروع تخرج I ,مؤيد,MW,2000,2050
151,تجربة المستخدم,حسنين,M,1600,1730
149,نماذج تصميم البرمجيات,معاذ,T,1500,1630
103,تفاعل الانسان مع الحاسب,احمد,M,1300,1430
140,تطوير الويب,علي,T,800,930
113,تفاعل الانسان مع الحاسب,مشاري,MW,1100,1220
163,اساسيات إنترنت الأشياء,علي,T,800,930
133,بناء البرمجيات,عبدالله,M,1100,1230
318,مبادئ هندسة البرمجيات,علي,UTR,1400,1450
28,مبادئ هندسة البرمجيات,وليد,R,1100,1230
146,جودة ومقاييس البرمجيات,وليد,UTR,1300,1350
16,مبادئ هندسة البرمجيات,زيد,UTR,1100,1150
6,مبادئ هندسة البرمجيات,حسن,R,1100,1230
116,ادارة مشاريع البرمجيات,معاذ,M,1300,1430
127,برمجة الاجهزة المحمولة,ياسر,R,1100,1230
114,تفاعل الانسان مع الحاسب,محمد,M,1300,1430
330,مبادئ هندسة البرمجيات,عبيد,U,1600,1730
319,مبادئ هندسة البرمجيات,عبدالله,U,1600,1730
157,مشروع تخرج 2,مؤيد,UTR,1800,1850
124,نماذج عمليات البرمجيات,حسنين,MW,1430,1550
130,تطوير الويب,ياسر,UTR,900,950
39,مبادئ هندسة البرمجيات,زيد,R,1300,1430
160,مشروع تخرج 2,حسن,MW,1900,2020
104,ادارة مشاريع البرمجيات,محمد,MW,1100,1220
134,اختبار وتدقيق البرمجيات,زيد,MW,930,1050
162,اساسيات إنترنت الأشياء,عبدالله,UTR,1000,1050
282,مبادئ هندسة البرمجيات,حسن,T,1500,1630
100,هندسة متطلبات البرمجيات,زيد,MW,800,920
143,اختبار وتدقيق البرمجيات,باسل,MW,1100,1220
340,مبادئ هندسة البرمجيات,مشاري,UTR,1300,1350
341,مبادئ هندسة البرمجيات,زيد,U,1600,1730
150,تجربة المستخدم,وليد,MW,1430,1550
159,مشروع تخرج 2,زيد,UTR,2000,2050
125,نماذج عمليات البرمجيات,عبيد,W,1100,1230
329,مبادئ هندسة البرمجيات,احمد,UTR,1500,1550
132,بناء البرمجيات,فيصل,MW,800,920
154,مشروع تخرج I ,باسل,MW,1900,1950
141,بناء البرمجيات,ياسر,MW,1300,1420
126,برمجة الاجهزة المحمولة,محمود,MW,1600,1720
122,تصميم وهيكلة البرمجيات,عبدالله,MW,1300,1420
5,مبادئ هندسة البرمجيات,حسنين,UTR,1000,1050
27,مبادئ هندسة البرمجيات,حسن,UTR,1000,1050
38,مبادئ هندسة البرمجيات,فراس,UTR,1100,1150
139,تطوير الويب,حسن,UTR,1100,1150
111,هندسة متطلبات البرمجيات,عبدالله,MW,930,1050
188,اساسيات إنترنت الأشياء,حسن,UTR,1400,1450
148,نماذج تصميم البرمجيات,باسل,UTR,1400,1450
102,تفاعل الانسان مع الحاسب,احمد,MW,930,1050
