section_id, instructor_id, day, time, room
319,مبادئ هندسة البرمجيات,عمر,U,1600,1730
282,مبادئ هندسة البرمجيات,مشاري,T,1500,1630
133,بناء البرمجيات,عمر,M,1100,1230
189,اساسيات إنترنت الأشياء,باسل,T,1500,1630
140,تطوير الويب,احمد,T,800,930
159,مشروع تخرج 2,احمد,UTR,2000,2050
151,تجربة المستخدم,وليد,M,1600,1730
5,مبادئ هندسة البرمجيات,مشاري,UTR,1000,1050
39,مبادئ هندسة البرمجيات,حسنين,R,1300,1430
135,اختبار وتدقيق البرمجيات,عمر,W,1100,1230
130,تطوير الويب,زيد,UTR,900,950
330,مبادئ هندسة البرمجيات,عمر,U,1600,1730
160,مشروع تخرج 2,وليد,MW,1900,2020
123,تصميم وهيكلة البرمجيات,علي,M,1100,1230
102,تفاعل الانسان مع الحاسب,علي,MW,930,1050
158,مشروع تخرج 2,محمد,UTR,1900,1950
155,مشروع تخرج I ,باسل,MW,2000,2050
28,مبادئ هندسة البرمجيات,فيصل,R,1100,1230
103,تفاعل الانسان مع الحاسب,عمر,M,1300,1430
116,ادارة مشاريع البرمجيات,علي,M,1300,1430
112,هندسة متطلبات البرمجيات,مؤيد,U,1300,1430
149,نماذج تصميم البرمجيات,فراس,T,1500,1630
100,هندسة متطلبات البرمجيات,برقان,MW,800,920
341,مبادئ هندسة البرمجيات,باسل,U,1600,1730
156,مشروع تخرج I ,فراس,MW,2100,2150
150,تجربة المستخدم,فراس,MW,1430,1550
17,مبادئ هندسة البرمجيات,علي,R,1300,1430
101,هندسة متطلبات البرمجيات,فراس,R,1300,1430
127,برمجة الاجهزة المحمولة,فراس,R,1100,1230
113,تفاعل الانسان مع الحاسب,برقان,MW,1100,1220
122,تصميم وهيكلة البرمجيات,حسنين,MW,1300,1420
16,مبادئ هندسة البرمجيات,حسنين,UTR,1100,1150
162,اساسيات إنترنت الأشياء,مشاري,UTR,1000,1050
104,ادارة مشاريع البرمجيات,علي,MW,1100,1220
163,اساسيات إنترنت الأشياء,محمد,T,800,930
111,هندسة متطلبات البرمجيات,معاذ,MW,930,1050
161,مشروع تخرج 2,محمد,UTR,2100,2150
6,مبادئ هندسة البرمجيات,فيصل,R,1100,1230
38,مبادئ هندسة البرمجيات,عبيد,UTR,1100,1150
114,تفاعل الانسان مع الحاسب,محمد,M,1300,1430
105,ادارة مشاريع البرمجيات,مؤيد,M,1300,1430
142,بناء البرمجيات,باسل,M,800,930
124,نماذج عمليات البرمجيات,برقان,MW,1430,1550
131,تطوير الويب,فراس,T,1100,1230
144,اختبار وتدقيق البرمجيات,عبيد,W,800,930
115,ادارة مشاريع البرمجيات,عمر,MW,800,920
125,نماذج عمليات البرمجيات,فيصل,W,1100,1230
182,تفاعل الانسان و الحاسب,عبيد,M,800,930
153,مشروع تخرج I ,فراس,MW,1800,1850
132,بناء البرمجيات,علي,MW,800,920
141,بناء البرمجيات,وليد,MW,1300,1420
143,اختبار وتدقيق البرمجيات,وليد,MW,1100,1220
154,مشروع تخرج I ,فراس,MW,1900,1950
340,مبادئ هندسة البرمجيات,عبدالله,UTR,1300,1350
27,مبادئ هندسة البرمجيات,محمود,UTR,1000,1050
329,مبادئ هندسة البرمجيات,حسنين,UTR,1500,1550
157,مشروع تخرج 2,عمر,UTR,1800,1850
126,برمجة الاجهزة المحمولة,وليد,MW,1600,1720
281,مبادئ هندسة البرمجيات,عبدالله,UTR,1300,1350
134,اختبار وتدقيق البرمجيات,عمر,MW,930,1050
146,جودة ومقاييس البرمجيات,علي,UTR,1300,1350
181,تفاعل الانسان و الحاسب,علي,MW,1100,1220
188,اساسيات إنترنت الأشياء,عبيد,UTR,1400,1450
147,جودة ومقاييس البرمجيات,عبدالله,U,1500,1630
139,تطوير الويب,باسل,UTR,1100,1150
148,نماذج تصميم البرمجيات,عبيد,UTR,1400,1450
318,مبادئ هندسة البرمجيات,عمر,UTR,1400,1450
